run_id,config_id,repeat,status,step,measured,phase,context,name,direction,duration_s,timing_synchronized,transferred_gb,effective_bandwidth_gb_s,event_status
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,4,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6928495988249779,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,5,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.3106824494898319,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,5,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6384588778018951,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,5,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.2732165493071079,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,5,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6295246630907059,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,5,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2611275836825371,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,5,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6894827149808407,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,6,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.3134590871632099,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,6,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.646596048027277,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,6,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.2652354873716831,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,6,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6285334639251232,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,6,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2642012722790241,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,6,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.697486337274313,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,7,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.3085916042327881,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,7,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6319313757121563,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,7,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.2610560692846775,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,7,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6350612044334412,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,7,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.266139667481184,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,7,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6953258961439133,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,8,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.3127241022884846,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,8,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6307632848620415,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,8,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.272650521248579,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,8,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.633157417178154,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,8,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.25571247190237045,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,8,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6988951601088047,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,9,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.29800694808363914,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,9,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6235197186470032,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,9,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.27767642214894295,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,9,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6319028325378895,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,9,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2606080062687397,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,9,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.8642589375376701,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,10,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.29783666878938675,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,10,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6258970908820629,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,10,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.26637960225343704,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,10,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6301032975316048,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,10,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.25781959295272827,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,10,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6999861523509026,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,11,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.3085479848086834,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,11,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.7907901927828789,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,11,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.2727779448032379,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,11,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6310269832611084,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,11,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2682228162884712,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,11,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6987414360046387,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,12,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.2968541048467159,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,12,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6368880346417427,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,12,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.2630280591547489,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,12,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6221470423042774,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,12,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2651583403348923,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,12,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6922185383737087,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,13,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.29767680540680885,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,13,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6342948861420155,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,13,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.26453689858317375,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,13,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.7958979271352291,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,13,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.26344890519976616,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,13,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6954569928348064,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,14,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.31480158120393753,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,14,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6235422939062119,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,14,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.27700677514076233,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,14,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6303768828511238,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,14,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2556513249874115,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,14,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6896434910595417,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,15,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.301236305385828,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,15,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6284676752984524,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,15,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.27633119001984596,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,15,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6327585317194462,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,15,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2610197216272354,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,15,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.688478633761406,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,16,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.36566633358597755,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,16,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6410081312060356,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,16,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.2760194502770901,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,16,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6211908310651779,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,16,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.25993648543953896,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,16,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6922567263245583,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,17,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.30292748287320137,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,17,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6317413374781609,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,17,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.44088955968618393,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,17,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6350210532546043,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,17,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2608841806650162,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,17,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6919676847755909,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,18,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.29686927795410156,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,18,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6308056004345417,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,18,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.26051994040608406,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,18,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6238375604152679,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,18,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2608852684497833,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,18,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6875824145972729,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,19,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.3147772215306759,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,19,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6339430883526802,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,19,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.26227838173508644,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,19,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6294553428888321,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,19,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.43878985941410065,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,19,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6909153275191784,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,20,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.310425590723753,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,20,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6236139610409737,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,20,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.27332017570734024,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,20,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6297887414693832,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,20,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.26356396824121475,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,20,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6907821595668793,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,21,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.31578613817691803,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,21,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6394815891981125,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,21,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.27304625511169434,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,21,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6290046982467175,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,21,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2653304450213909,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,21,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6902003586292267,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,22,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.41704536229372025,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,22,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6241841726005077,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,22,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.2716454789042473,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,22,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6325747333467007,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,22,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2612239830195904,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,22,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6860897541046143,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,23,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.2967509999871254,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,23,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6301254108548164,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,23,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.4497494138777256,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,23,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6309967748820782,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,23,True,actor_update,actor_update,actor_parameters,cpu_to_gpu,0.2631135694682598,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,23,True,actor_update,actor_update,actor_parameters,gpu_to_cpu,0.6926217786967754,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,24,True,rollout,rollout,actor_parameters,cpu_to_gpu,0.3078876659274101,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,24,True,actor_log_prob,actor_log_prob,actor_parameters,gpu_to_cpu,0.6346729062497616,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,24,True,reference_log_prob,reference_log_prob,reference_parameters,cpu_to_gpu,0.26650169119238853,False,5.750783920288086,,end
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,24,True,reference_log_prob,reference_log_prob,reference_parameters,gpu_to_cpu,0.6335615739226341,False,5.750783920288086,,end
